studnr_a;result;cohort;cohort_blok;cohort_jaar;vooropl_type;profiel;vooropl_profiel;w1_prac;w2_prac;w3_prac;w4_prac;w5_prac;w6_prac;w1_quiz;w2_quiz;w3_quiz;w4_quiz;w5_quiz;w6_quiz;w7_oefen_toets;Category_total;CorrectUnassigned;IncorrectUnassigned;W1_MMLAttemps;W1_MMLMastery;W2_MMLAttemps;W2_MMLMastery;W3_MMLAttemps;W3_MMLMastery;W4_MMLAttemps;W4_MMLMastery;W5_MMLAttemps;W5_MMLMastery;W6_MMLAttemps;W6_MMLMastery;W8_MMLAttemps;W8_MMLMastery;Course;complete;Hoursviewed
694509;2;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;3,63;5;1,67;0;0;0;4,81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;0;0,03
694595;2,1;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;0,63;0;3;3;0;0;1,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694672;9,2;1314;1314;2013;1;4;14;0;0;0;0;0;0;3;2,75;7;3;5;0;0;3,19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;47,24;0,1
694691;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;7;5,63;7;7,33;6;0;0;5,07; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694702;9,4;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;3;6;4,33;6;0;0;4,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694791;8,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;0,75;0;3,33;6;0;0;1,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694816;7,3;14151;14151;2014;3;2;32;1;1;1;1;1;0;8,89;9;0;8,5;0;0;0;0;131;3;33;77,77777778;81;100;97;100;30;100;1;4,347826087;0;0;0;0; ; ; 
694854;0;14151;14151;2013;1;2;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694937;5;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;4;7;2,33;4;0;0;2,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;22,14;1,78
694942;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;7;8;8;8;9;0;0;6,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694954;4;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;1,63;6;3,67;10;0;0;4,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694970;1;1314;1314;2013;3;9;39;0;0;0;0;0;0;2;0;2;0;0;0;0;0,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
694979;5,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;2,63;6;4,33;5;0;0;3,07; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695010;7,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;6;7,5;7;2,33;4;0;0;4,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695044;3,4;1314;1314;2013;1;2;12;1;1;1;1;0;0;1;2,5;4;2,33;2;0;0;1,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;5,58;0,71
695098;0;14151;14151;2013;1;2;12;0;0;0;0;0;0;5,56;0;0;0;0;0;0;0;15;0;5;22,22222222;6;11,11111111;0;0;0;0;4;13,04347826;3;4,444444444;0;0; ; ; 
695239;8,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;5;6;6;5,33;9;0;0;4,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695266;8;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;3,75;0;3,67;3;0;0;2,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695268;8,2;1314;1314;2013;1;6;16;0;0;0;0;0;0;2;2,63;6;2,33;1;30;0;6,76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695279;9,5;14151;14151;2014;3;3;33;0;0;0;0;1;1;7,78;7;7,5;7;100;5,77;0;0;217;1;37;100;71;100;64;100;36;100;32;91,30434783;64;100;6;100; ; ; 
695292;10;1314;1314;2013;2;5;25;0;0;0;0;0;0;7;8;9;3,67;9;95;0;20,26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695300;1,1;1314;1314;2013;1;1;11;0;0;0;0;0;0;5,56;3,38;2,43;1,67;1;0;0;1,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695354;4,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;2;2,86;0;1;0;0;1,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;26,37;0,3
695367;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;7;3,88;3;2,33;4;0;0;3,11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695370;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;7;0;10;10;9;0;0;5,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695382;5,5;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;2,88;0;2,67;3;0;0;1,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;49,59;7,44
695395;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;4;7;0;6;9;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695428;2;1314;1314;2013;1;4;14;0;0;0;0;0;0;3;3,63;4;2,33;4,9;0;0;2,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695546;1,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;1,11;2;3;0;0;0;0;0,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695599;6,9;1314;1314;2013;2;1;21;0;0;0;0;0;0;3;2,63;5;2,9;6;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;24,09;2,21
695693;8,5;14151;14151;2014;1;5;15;1;1;1;1;1;1;5,56;8;8;7;0;4,23;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695709;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;0;6;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695862;7;1314; ; ; ; ; ;0;0;0;0;0;0;5;6;9;0;3;0;0;3,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,23;0,4
695863;7,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;6;5,63;0;2,33;0;0;0;2,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;21,89;1,91
695887;10;14151;14151;2014;1;1;11;1;1;1;1;1;1;8,89;0;8;0;0;7,82;0;0;225;0;37;100;92;100;83;100;49;100;57;100;118;100;8;100; ; ; 
695925;6,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;5;4;2,33;0;0;0;1,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695938;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;5;7;6;0;0;0;17,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;14,1;1,02
695981;1,3;1314;1314;2013;3;2;32;0;0;0;0;0;0;3;0;5;0;3;0;0;1,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
695988;1;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;0;6;0;0;0;0;1,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;15,17;1,25
696000;0;1314;1314;2013;1;3;13;0;0;0;0;0;0;2;0,38;0;0;0;0;0;0,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696038;7,1;1314;1314;2013;1;4;14;0;0;0;0;0;0;1;3;2;0,33;4;25;0;5,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;9,74;0,69
696043;9,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;9;6;9;4,9;8;0;0;5,68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696110;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;6;7,88;6;3,33;4;5;0;4,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696129;4,5;1314;1314;2013;3;9;39;1;1;1;1;1;1;5,56;4;5;7,5;3;5,38;0;2,89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;17,86;0,44
696131;7,5;1314;1314;2013;3;9;39;0;0;0;0;0;0;4;3,5;0;0;0;0;0;1,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696139;3,2;1314;1314;2013;1;3;13;0;0;0;0;0;0;1;1,25;3;0,33;0;15;0;3,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696156;7,5;14151;14151;2014;3;9;39;1;1;1;1;1;1;8,89;4;5;8;0;6,28;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696203;2,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,38;6;2,33;2;0;0;2,11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696309;3,8;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;0;0;0;0;0;0;0,89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696312;2;1314;1314;2013;3;2;32;0;0;0;0;0;0;9;6;8;9;6;0;0;5,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,94;0,28
696318;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696330;6,7;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;3,25;5;3,33;3,9;0;0;2,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696370;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696380;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;0;4;0;6,33;0;0;0;1,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696401;7;14151;14151;2014;1;4;14;1;1;1;1;1;1;4,44;7;5;0;0;4,87;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696403;1;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;2,25;7;1,33;9;0;0;6,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696404;8,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;8;7;7;6,33;7;0;0;5,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696437;3,6;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;6,34;0,45
696467;0;14151;14151;2014;1;2;12;1;1;1;1;1;1;7,78;6;0;0;0;7,31;0;0;122;14;37;100;87;100;67;72,09302326;0;0;0;0;49;53,33333333;15;100; ; ; 
696515;0;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;3;2;3;1;0;0;1,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696603;8,7;1314;1314;2013;3;5;35;0;0;0;0;0;0;4;4,88;6;2,33;7;0;0;3,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696626;2,9;1314;1314;2013;3;3;33;0;0;0;0;0;0;1;1,5;2;2;1;0;0;1,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696737;7,1;1314;1314;2013;3;2;32;0;0;0;0;0;0;2;1,13;5;1;9;0;0;2,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696753;6,3;1314;1314;2013;3;5;35;0;0;0;0;0;0;3;1,75;3;5,33;5;0;0;2,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696760;8,2;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;3,75;0;1,67;6;0;0;2,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
696818;0;14152;14152;2014;3;2;32;1;1;1;1;0;0;4,44;3;1,36;1;0;1,54;0;0;157;1;32;88,88888889;86;100;62;100;25;100;31;100;0;0;0;0; ; ; 
697031;4,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;7;6;0;0;0;0;2,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;66,7;10,05
697327;10;1314;1314;2013;2;4;24;0;0;0;0;0;0;9;5;10;7;0;0;0;4,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697332;5,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;4,88;9;6;10;0;0;4,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697356;10;1314;1314;2013;2;5;25;0;0;0;0;0;0;8;9;10;10;10;0;0;7,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697387;3;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;4,75;3;3,33;6;0;0;2,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697437;3,2;1314;1314;2013;2;4;24;0;0;0;0;0;0;1;0;0;0;0;0;0;0,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697530;8,3;14151;14151;2014;2;4;24;1;1;1;1;1;1;10;9;6,5;7;0;0;0;0;215;1;37;77,77777778;123;100;53;100;24;100;45;100;76;100;5;100; ; ; 
697543;9,5;14152;14152;2014;1;2;12;1;1;1;0;1;0;10;2;2,93;7,5;0;5,51;0;0;68;7;30;100;44;27,77777778;60;46,51162791;38;100;0;0;0;0;0;0; ; ; 
697625;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;3,5;7;0;8;0;0;3,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697642;9,8;1314;1314;2013;3;3;33;0;0;0;0;0;0;1;6;6;2;4;0;0;2,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697705;4;14151;14151;2014;1;5;15;1;1;1;0;0;0;8,89;8;4,57;8;0;9,23;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697713;5,7;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;2,5;0;1,67;3;0;0;1,26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697765;8,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;1,5;0;0;6;0;0;1,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697872;5,2;1314;1314;2013;2;7;27;0;0;0;0;0;0;3;4;5;0;4;0;0;2,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
697889;7;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;2;0;0;0;0;0;0,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;0;0,03
698003;0,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;0;0;3,33;0;0;0;0,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698055;0;14151;14151;2014;1;3;13;0;0;0;0;0;0;5,56;0;0;0;0;0;0;0;109;1;38;100;83;100;77;88,37209302;0;0;0;0;0;0;0;0; ; ; 
698078;5,8;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;2,5;3;3;2;0;0;1,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698158;3;1314;1314;2013;3;9;39;0;0;0;0;0;0;4;2,63;6;2,33;8;0;0;3,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;52,62;3,89
698202;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;1,5;5;1,33;5;25;0;6,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698321;7,1;1314;1314;2013;1;5;15;0;0;0;0;0;0;5;6;0;1;6;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698438;4;14152;14152;2014;2;6;26;1;1;1;0;0;0;7,78;8;6,07;7,5;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698606;6,1;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;1;4;3;5;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,12;0,17
698640;10;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;5;8;3,33;4;35;0;8,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698670;5,9;1314;1314;2013;3;2;32;0;0;0;0;0;0;2;4,63;5;1,67;6;0;0;2,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;3,31;0,24
698681;9,9;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;4;3;0,33;5;0;0;2,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698702;4,2;1314;1314;2013;1;6;16;0;0;0;0;0;0;0;5,75;7;0;5;0;0;2,73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698723;7,6;1314;1314;2013;2;2;22;0;0;0;0;0;0;0;7,25;6;4,33;6;0;0;3,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,02
698824;6,5;1314;1314;2013;2;4;24;0;0;0;0;0;0;4;2,5;6;0;3;0;0;2,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
698855;1,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;15,66;1,65
698871;6,4;1314;1314;2013;2;6;26;0;0;0;0;0;0;4;3,63;3;5,33;5;95;0;17,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;26,52;2,41
698997;10;14151;14151;2014;1;7;17;1;0;0;0;1;1;6,67;8;8,5;7,5;0;7,31;0;0;220;0;34;100;77;100;74;100;52;100;44;100;84;100;6;100; ; ; 
699000;6,7;1314;1314;2013;3;9;39;0;0;0;0;0;0;5;3,75;6;5,33;6;0;0;4,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699050;0;1314;1314;2013;1;4;14;0;0;0;0;0;0;0;1,38;2;0;8;0;0;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699142;1,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;2,38;5;3;6;0;0;3,6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699183;10;1314;1314;2013;2;5;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699219;9,8;1314;1314;2013;2;5;25;0;0;0;0;0;0;0;4,63;9;3;0;0;0;2,56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;37,62;0,58
699234;2,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;4,5;5;1,67;3;0;0;2,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699299;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;10;7;10;10;10;0;0;7,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,5;0,11
699303;8,5;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;10;8,5;9,5;0;6,28;0;0;216;0;34;77,77777778;130;100;104;100;70;100;70;100;151;100;6;100; ; ; 
699340;9,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;9;5;8;0;7;0;0;4,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699350;2,6;1314;1314;2013;3;2;32;0;0;0;0;0;0;5;3,88;9;0;2;0;0;3,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699360;6,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;6,5;3;2;4;0;0;2,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;29,79;2,64
699381;2,1;1314;1314;2013;3;3;33;0;0;0;0;0;0;1;1,38;2;1,33;5;0;0;1,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699408;3;14151;14151;2014;1;4;14;1;1;1;1;1;1;7,78;5;4;8;0;6,92;0;0;220;0;47;100;104;100;139;100;60;100;47;100;78;100;6;100; ; ; 
699516;7,8;1314;1314;2013;2;2;22;0;0;0;0;0;0;1;3,75;5;3;9;0;0;3,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699524;8;1314;1314;2013;3;2;32;0;0;0;0;0;0;9;8;0;3,33;9;0;0;4,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
699833;8;14151;14151;2014;3;3;33;1;1;1;1;1;1;0;7;7,21;4;0;7,69;0;0;208;8;49;100;137;100;118;100;70;100;63;100;101;91,11111111;9;100; ; ; 
699859;7,5;14152;14152;2014;3;2;32;1;1;1;1;1;0;8,89;6;4;4,5;0;5,51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
700110;8;14151;14151;2014;1;4;14;1;1;1;0;0;0;6,67;5;5,5;0;0;0;0;0;57;2;0;0;0;0;65;76,74418605;44;86,36363636;6;17,39130435;4;6,666666667;0;0; ; ; 
700202;0;14152;14152;2014;1;2;12;1;1;0;0;0;0;7,78;9;3,36;0;0;0;0;0;102;5;68;100;70;100;57;67,44186047;10;27,27272727;0;0;0;0;0;0; ; ; 
700539;4,8;14151;14151;2014;1;2;12;1;1;1;1;1;1;8,89;10;7,5;10;0;7,69;0;0;148;0;41;100;87;100;70;100;66;100;33;47,82608696;0;0;0;0; ; ; 
700618;4;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;6;5,21;6,5;0;3,97;0;0;162;14;28;77,77777778;96;94,44444444;53;79,06976744;32;50;59;100;61;88,88888889;4;60; ; ; 
700800;10;14152;14152;2014;1;6;16;1;1;1;0;0;0;6,67;8;6,5;7,5;0;0;0;0;205;0;31;100;84;100;77;100;40;100;46;100;91;100;0;0; ; ; 
700895;8,5;14151;14151;2014;1;7;17;1;1;1;1;1;1;7,78;3;3,86;8,5;0;5;0;0;216;0;43;77,77777778;130;100;125;100;56;100;80;100;82;100;8;100; ; ; 
700918;9,5;14151;14151;2014;1;2;12;1;1;1;1;1;1;10;6;6,5;8,5;0;7,69;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
700937;7,5;14151;14151;2014;1;5;15;1;1;1;1;1;1;10;9;4,5;8,5;0;6,28;0;0;216;0;20;77,77777778;65;100;63;100;29;100;33;100;62;100;5;100; ; ; 
700980;5,5;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;6;0;6,5;0;7,69;0;0;180;40;38;100;121;100;109;100;61;100;69;100;155;100;7;100; ; ; 
701062;8;14151;14151;2014;3;7;37;1;1;1;1;1;1;10;7;10;9;0;8,46;0;0;218;3;75;100;108;100;52;100;25;100;29;100;82;100;5;100; ; ; 
701085;1;14151;14151;2014;1;6;16;1;1;1;1;1;1;5,56;6;0;0;0;0;0;0;204;6;35;100;91;100;95;93,02325581;64;95,45454545;48;73,91304348;51;100;5;100; ; ; 
701188;7,5;14151;14151;2014;3;3;33;1;1;1;1;1;0;7,78;8;6,21;2;0;0;0;0;55;1;32;77,77777778;74;77,77777778;0;0;0;0;0;0;0;0;0;0; ; ; 
701199;8;14151;14151;2014;1;5;15;1;1;1;1;1;1;7,78;8;7,86;7;70;6,41;0;0;225;0;38;100;65;100;77;100;39;100;55;100;101;100;7;100; ; ; 
701272;10;14151;14151;2014;3;7;37;1;1;1;1;1;1;8,89;9;7,5;9;0;10;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
701299;6,5;14151;14151;2014;1;2;12;1;1;1;1;1;1;7,78;10;7;8;0;7,82;0;0;225;0;45;100;84;100;99;100;64;100;78;100;123;100;9;100; ; ; 
701302;0;14151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
701303;10;14151;14151;2014;3;5;35;1;1;1;1;1;1;7,78;10;4,36;2,5;0;5,51;0;0;225;0;27;100;78;100;81;100;35;100;52;100;81;100;10;100; ; ; 
701346;4;14152;14152;2014;3;2;32;1;1;1;0;0;0;8,89;3;3,96;2;0;0;0;0;209;1;30;100;99;100;114;100;46;100;34;100;55;100;7;100; ; ; 
701393;6;14151;14151;2014;5;0;50;1;1;1;1;1;1;7,78;8;4,71;5,5;0;6,54;0;0;215;5;54;100;152;100;140;100;54;100;78;100;131;100;9;100; ; ; 
701547;6,5;14151;14151;2014;1;1;11;1;1;1;1;1;1;10;4;4;6;0;6,15;0;0;220;0;43;100;93;100;63;100;38;100;33;100;57;100;5;100; ; ; 
701639;9;14151;14151;2014;1;6;16;1;1;1;1;1;1;8,89;5;4,21;3;0;5,51;0;0;220;0;42;100;142;100;180;100;99;100;73;100;132;100;14;100; ; ; 
701857;9;14151;14151;2014;1;5;15;1;1;1;1;1;1;6,67;9;7,36;7,5;0;8,59;0;0;220;0;44;100;136;100;109;100;71;100;57;100;128;100;9;100; ; ; 
702139;4;14151;14151;2014;3;9;39;1;1;1;1;1;0;7,78;3;6;7;0;9,74;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
702141;9;14151;14151;2014;1;2;12;1;1;1;1;1;1;7,78;7;4,5;9,5;0;7,44;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
702312;7,5;14151;14151;2014;1;2;12;1;1;1;1;1;1;6,67;8;4;9;0;7,31;0;0;219;1;50;100;159;100;147;100;93;100;68;100;178;100;12;100; ; ; 
702316;9,5;14151;14151;2014;1;2;12;1;1;1;1;1;1;8,89;10;6;1,5;40;5,51;0;0;225;0;35;100;129;100;146;100;98;100;85;100;156;100;6;100; ; ; 
702334;5,5;14151;14151;2014;1;6;16;0;0;0;0;0;1;7,78;9;10;8,5;100;6,28;0;0;148;45;31;77,77777778;134;100;96;95,34883721;67;100;54;91,30434783;76;77,77777778;14;100; ; ; 
702427;4;14151;14151;2014;3;7;37;1;1;1;1;1;1;7,78;5;6,5;8;0;6,15;0;0;217;3;26;100;90;100;109;100;43;100;63;100;100;100;7;100; ; ; 
702459;5,8;14151;14151;2014;1;5;15;1;1;1;1;1;1;8,89;6;0;9;0;9,23;0;0;189;4;43;100;107;100;69;100;34;86,36363636;24;65,2173913;36;62,22222222;5;100; ; ; 
